chapter Number,Chapter Name,Total Verses,Verse Number,Sanskrit,English Translation,Explanation,youtubeLink,Image url
9,Raja Vidya Raja Guhya Yoga,33,15,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते | एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् || 15 ||,jñāna-yajñena cāpy anyam paṅgaty antar-vibhajya vartate sarva-karmāṇy asāmānyā saptadhe tat tu yat paṭhet,"Krishna acknowledges that there are others who worship Him through the cultivation of knowledge, seeing Him in different forms or as the universal form.",https://youtu.be/O3PcRIWb7Y0?si=_akNAKg93Ye43ZyD,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,16,अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम् | मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् || 16 ||,Ahaṁ Kratur Ahaṁ Yajñaḥ Svadha-aham Aham Auṣhadham | Mantro ’ham Aham Evājyam Aham Agnir Ahaṁ Hutam || 16 ||,"Krishna declares that He is the essence of all rituals, sacrifices, and offerings, encompassing every aspect of spiritual practice.",https://youtu.be/Wckbcy059N8?si=GV9IA5MdI_oCSxF0,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,17,पिताहमस्य जगतो माता धाता पितामहः | वेद्यं पवित्रमोंकार ऋक्साम यजुरेव च || 17 ||,Pitāham Asya Jagato Mātā Dhātā Pitāmahaḥ | Vedyam Pavitraṁ Oṁkāra Ṛik Sāma Yajur Eva Cha || 17 ||,"Krishna describes Himself as the source of everything in the universe, the ultimate object of knowledge, and the essence of the Vedas.",https://youtu.be/BUjyEca1vA0?si=kYLUtnaFVZ83zZVG,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,18,गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत् | प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् || 18 ||,Gatir Bhartā Prabhuḥ Sākṣhī Nivāsaḥ Śharaṇaṁ Suhṛit | Prabhavaḥ Pralayaḥ Sthānaṁ Nidhānaṁ Bījam Avyayam || 18 ||,"Krishna explains His roles as the ultimate refuge, sustainer, and friend of all beings, as well as the eternal cause of creation and destruction.",https://youtu.be/PH8An_VgyNg?si=xITny9-OTY0ohpvH,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,19,तपाम्यहमहं वर्षं निगृह्णम्युत्सृजामि च | अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन || 19 ||,Tapāmy Aham Ahaṁ Varṣhaṁ Nigṛihṇāmy Utsṛijāmi Cha | Amṛitaṁ Chaiva Mṛityuśh Cha Sadasacchāham Arjuna || 19 ||,"Krishna asserts His control over natural forces like heat and rain, and identifies Himself as both the giver of life and the destroyer, encompassing both spirit and matter.",https://youtu.be/EtIjvXEpCyI?si=FNQwk8CVr7ZDwNP7,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,20,त्रैविद्या मां सोमपाः पूतपापा यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते | ते पुण्यमासाद्य सुरेन्द्रलोक मश्नन्ति दिव्यान्दिवि देवभोगान् || 20 ||,Trai-vidyā Māṁ Soma-pāḥ Pūta-pāpā Yajñair Iṣhṭvā Svarga-tim Prārthayante | Te Puṇyam Āsādya Surendra-lokam Aśhnanti Divyān Divi Deva-bhogān || 20 ||,Krishna describes how those who follow Vedic rituals and seek heavenly pleasures worship Him indirectly and are rewarded with temporary enjoyment in the heavenly realms.,https://youtu.be/eovIlkM_VMM?si=2B5-Mzdo2Luh8EMl,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,21,ते तं भुक्त्वा स्वर्गलोकं विशालं क्षीणे पुण्ये मर्त्यलोकं विशन्ति | एवं त्रयीधर्ममनुप्रपन्ना गतागतं कामकामा लभन्ते || 21 ||,Te Taṁ Bhuktvā Svarga-lokaṁ Viśhālaṁ Kṣhīṇe Puṇye Martya-lokaṁ Viśhanti | Evaṁ Trayi-dharmam Anu-prapannā Gatāgataṁ Kāma-kāmā Labhante || 21 ||,"Krishna explains that after the merits of their pious actions are exhausted, those who seek material pleasures must return to the earthly realm, continuing the cycle of birth and death.",https://youtu.be/LqjINhsiCVI?si=Q2HhBjJ37NEbniVJ,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,22,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते | तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् || 22 ||,Ananyāśh Chintayanto Māṁ Ye Janāḥ Paryupāsate | Teṣhāṁ Nityābhiyuktānāṁ Yoga-kṣhemaṁ Vahāmyaham || 22 ||,"Krishna promises that for those who are devoted to Him and constantly think of Him, He personally takes care of their needs and ensures their welfare.",https://youtu.be/GThhHEUZKM4?si=k8KwDXel3-c6Otyd,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,23,येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः | तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् || 23 ||,Ye ’pyanya-devatā Bhaktā Yajante Shraddhayānvitāḥ | Te ’pi Mām Eva Kaunteya Yajanty Avidhi-pūrvakam || 23 ||,"Krishna reveals that those who worship other deities with faith are, in fact, worshiping Him indirectly, but their method is incorrect.",https://youtu.be/1tGT3MhmpOA?si=M71BQL-VmUWj6GdW,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,24,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च | न तु मामभिजानन्ति तत्वेनातश्च्यवन्ति ते || 24 ||,Ahaṁ Hi Sarva-yajñānāṁ Bhoktā Cha Prabhur Eva Cha | Na Tu Mām Abhijānanti Tattvenātaśh Chyavanti Te || 24 ||,"Krishna asserts that He is the ultimate recipient of all sacrifices and worship, and those who fail to realize this fall short in their spiritual progress.",https://youtu.be/W-ez382o7PE?si=G1KrvrrlQc2q_574,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,25,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः | भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् || 25 ||,Yānti Deva-vratā Devān Pitṝīn Yānti Pitṛi-vratāḥ | Bhūtāni Yānti Bhūtejya Yānti Madyājino ’pi Mām || 25 ||,Krishna explains that people attain the destination that corresponds to the object of their worship. Those who worship Him attain eternal union with Him.,https://youtu.be/EtXmn2ISmjU?si=N1l2zHyfHjzQ4mTB,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,26,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति | तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः || 26 ||,Patraṁ Puṣhpaṁ Phalaṁ Toyaṁ Yo Me Bhaktyā Prayachchhati | Tad Ahaṁ Bhakty-upahṛitam Aśhnāmi Prayatātmanaḥ || 26 ||,"Krishna assures that even a simple offering, when made with love and devotion, is accepted by Him.",https://youtu.be/_ExCpxPQmKE?si=DOemBTDYac_hZZ8F,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,27,यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् | यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् || 27 ||,Yat Karoṣi Yad Aśhnāsi Yaj Juhoṣhi Dadāsi Yat | Yat Tapasyasi Kaunteya Tat Kuruṣhva Mad-arpaṇam || 27 ||,"Krishna advises Arjuna to dedicate all his actions to Him, thereby turning every activity into a form of worship.",https://youtu.be/e7j5vrRx9yU?si=HU6urzYOJr769QL0,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,28,शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः | संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि || 28 ||,Śhubhāśhubha-phalair Evaṁ Mokṣhyase Karma-bandhanaiḥ | Sannyāsa-yoga-yuktātmā Vimukto Mām Upaiṣhyasi || 28 ||,"Krishna promises that by dedicating all actions to Him, one can be freed from the bondage of karma and attain liberation.",https://youtu.be/e7j5vrRx9yU?si=vGyRBh_X8tiAQWYk,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,29,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः | ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् || 29 ||,Samo ’haṁ Sarva-bhūteṣhu Na Me Dveṣhyo ’sti Na Priyaḥ | Ye Bhajanti Tu Māṁ Bhaktyā Mayi Te Teṣhu Chāpyaham || 29 ||,"Krishna declares His impartiality towards all beings, yet He affirms that those who are devoted to Him enjoy a special relationship with Him.",https://youtu.be/NlN4pSmPtRw?si=maCEp4XhKFqlrGx9,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,30,अपि चेत्सुदुराचारो भजते मामनन्यभाक् | साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः || 30 ||,Api Chetsu Durāchāro Bhajate Māmananya-bhāk | Sādhur Eva Sa Mantavyaḥ Samyag Vyavasito Hi Saḥ || 30 ||,"Krishna assures that even those who have committed grave sins can be considered righteous if they are devoted to Him, as their devotion will gradually purify them.",https://youtu.be/NlC3aP9oogA?si=dxUXcRExKF2PLeaz,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,31,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति | कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति || 31 ||,Kṣhipraṁ Bhavati Dharmātmā Śhaśhvat-chhāntiṁ Nigachchhati | Kaunteya Pratijānīhi Na Me Bhaktaḥ Praṇaśhyati || 31 ||,"Krishna promises that His devotee, even if initially flawed, will quickly attain righteousness and peace, and will never be lost.",https://youtu.be/5WYSh2DRnOk?si=z-lgeI_vlZ0jnEMf,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,32,मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः | स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् || 32 ||,Māṁ Hi Pārtha Vyapāśhritya Ye ’pi Syuḥ Pāpa-yonayaḥ | Striyo Vaiśhyās Tathā Śhūdrās Te ’pi Yānti Parāṁ Gatim || 32 ||,"Krishna declares that anyone, regardless of birth or social status, who takes refuge in Him can attain the highest spiritual goal.",https://youtu.be/gqsrz1qkd0o?si=19RV1HG1JTa3UpZU,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
9,Raja Vidya Raja Guhya Yoga,33,33,किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा | अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् || 33 ||,Kiṁ Punar Brāhmaṇāḥ Puṇyā Bhaktā Rājarsayas Tathā | Anityam Asukhaṁ Lokam Imaṁ Prāpya Bhajasva Mām || 33 ||,"Krishna emphasizes that realizing the Supreme Self, who is the ultimate abode and source of all existence, is the highest form of knowledge. Those who are righteous and devoted to this Supreme Self are especially cherished. This verse underscores the importance of recognizing the divine presence and the supreme reality in spiritual practice.",https://youtu.be/nUD8u4nDebM?si=Ycndw-urQRYJKhWb,https://drive.google.com/file/d/1REW7IClYtk-DXYqRXc8g4A6gH2_4almA/view?usp=drive_link
10,Vibhuti Yoga,45,1,श्रीभगवानुवाच | भूय एव महाबाहो श्रृणु मे परमं वचः | यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया || 1 ||,Śhrī-bhagavān uvācha | Bhūya eva Mahā-bāho Śhṛiṇu Me Paramaṁ Vachaḥ | Yat-te ’haṁ Prīyamāṇāya Vakṣhyāmi Hita-kāmyayā || 1 ||,"Krishna begins by offering Arjuna the highest knowledge once more, indicating His deep concern for Arjuna's well-being.",https://youtu.be/AJIoi55uG1Y?si=jmNYEKBLeVvAxgKe,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,2,न मे विदुः सुरगणाः प्रभवं न महर्षयः | अहमादिर्हि देवानां महर्षीणां च सर्वशः || 2 ||,Na Me Vidur Suragaṇāḥ Prabhavaṁ Na Maharṣhayaḥ | Aham Ādir Hi Devānāṁ Maharṣhīṇāṁ Cha Sarvaśhaḥ || 2 ||,"Krishna reveals that even the gods and great sages do not fully understand His divine origin, as He is the source of all creation.",https://youtu.be/VmZ2HfW73dg?si=OaoYZ2zNhuouXlgc,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,3,यो मामजमनादिं च वेत्ति लोकमहेश्वरम् | असम्मूढः स मर्त्येषु सर्वपापैः प्रमुच्यते || 3 ||,Yo Mām Ajam Anādiṁ Cha Vetti Loka-maheśhvaram | Asammūḍhaḥ Sa Martyeṣhu Sarva-pāpaiḥ Pramuchyate || 3 ||,Krishna explains that understanding His eternal nature and supreme lordship leads to liberation from all sins.,https://youtu.be/A5BIlTTyo7g?si=Cr2aOfF5-o8s2F_f,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,4,बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः | सुखं दुःखं भवोऽभावो भयं चाभयमेव च || 4 ||,Buddhir Jñānam Asammohaḥ Kṣhamā Satyaṁ Damaḥ Śhamaḥ | Sukhaṁ Duḥkhaṁ Bhavo ’bhāvo Bhayaṁ Chābhayam Eva Cha || 4 ||,"Krishna lists the various qualities and states of mind that originate from Him, encompassing all aspects of human experience.",https://youtu.be/1Go-7RiBrcA?si=ym182KyX6ft-Zu6F,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,5,अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः | भवन्ति भावा भूतानां मत्त एव पृथग्विधाः || 5 ||,Ahinsā Samatā Tuṣhṭis Tapo Dānaṁ Yaśho ’Yaśhaḥ | Bhavanti Bhāvā Bhūtānāṁ Matta Eva Pṛithag-vidhāḥ || 5 ||,"Krishna asserts that all moral and ethical qualities, whether good or bad, originate from Him.",https://youtu.be/1Go-7RiBrcA?si=ym182KyX6ft-Zu6F,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,6,महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा | मद्भावा मानसा जाता येषां लोक इमाः प्रजाः || 6 ||,Maharṣhayaḥ Sapta Pūrve Chatvāro Manavas Tathā | Mad-bhāvā Mānasā Jātā Yeṣhāṁ Loka Imāḥ Prajāḥ || 6 ||,"Krishna mentions that the great sages and Manus, who are the progenitors of all beings, were born from His mind.",https://youtu.be/_qOgqbDKFlE?si=TdEm22bdhPQ1lNVG,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,7,एतां विभूतिं योगं च मम यो वेत्ति तत्वतः | सोऽविकम्पेन योगेन युज्यते नात्र संशयः || 7 ||,Etāṁ Vibhūtiṁ Yogaṁ Cha Mama Yo Vetti Tattvataḥ | So ’vikampena Yogena Yujyate Nātra Sanśhayaḥ || 7 ||,Krishna states that one who understands His divine powers and manifestations becomes firmly established in spiritual union with Him.,https://youtu.be/JdekpZXMdU0?si=c3aXDnMOf_LsJzH-,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,8,अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते | इति मत्वा भजन्ते मां बुधा भावसमन्विताः || 8 ||,Ahaṁ Sarvasya Prabhavo Mattaḥ Sarvaṁ Pravartate | Iti Matvā Bhajante Māṁ Budhā Bhāva-samanvitāḥ || 8 ||,"Krishna declares that He is the origin of everything. The wise, recognizing this truth, worship Him with deep devotion and reverence.",https://youtu.be/0i35grrEc1E?si=Jp_dye03Jh39Pxo_,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,9,मच्चित्तः मद्गतप्राणा बोधयन्तः परस्परम् | कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च || 9 ||,Mac-Cittaḥ Mad-Gata-Prāṇā Bodhayantaḥ Parasparam | Kathayantaśh Cha Māṁ Nityaṁ Tuṣhyanti Cha Ramanti Cha || 9 ||,Devotees who focus their minds and lives on Krishna find joy and contentment in discussing His glories and enlightening one another.,https://youtu.be/YfLwzOoXbK8?si=w4FUmc4CWhwqAbmW,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,10,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् | ददामि बुद्धियोगं तं येन मामुपयान्ति ते || 10 ||,"""dajñānam jānavantībhyaḥ, prajñānāṁ śreṣṭhaṁ tathā | yuñjāṁ te mahāprājña, tvāṁ vijñāyāṁ śaktitaḥ || 10.10 ||""","This verse emphasizes that those who are devoted and worship Krishna with love receive divine knowledge and understanding, which guides them towards spiritual realization.",https://youtu.be/HB81xQvzSqw?si=HFeSe8WarNkl0yhG,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,11,"""तेषां एवānukampārtham अहम् अजñāna-जं तमः | नाशयामि आत्मभावस्थो ज्ञानदीपेना भास्वता || 10.11 ||""","""teṣāṁ evānukampārtham aham ajñāna-jaṁ tamaḥ nāśayāmy ātmabhāvastho jñāna-dīpena bhāsvarā || 10.11 ||""","Lord Krishna shows compassion to devoted souls by granting them divine wisdom, removing ignorance and illuminating their minds to realize the Supreme Truth.",https://youtu.be/EBBkJf4KU-U?si=3kwrm4twVyemsu35,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,12,"""अरजुन उवाच | परं ब्रह्म परं धाम पवित्रं परमं भगवान् | पुरुषं शाश्वतं दिव्यम् आदिदेवम् अजम् विभुम् || 10.12 ||""","""arjuna uvāca | paraṁ brahma paraṁ dhāma pavitraṁ paramaṁ bhagavān | puruṣaṁ śāśvataṁ divyam ādidevam ajam vibhum || 10.12 ||""","""Arjuna said: You are the Supreme Brahman, the ultimate abode, the purest, the supreme Lord, the eternal, divine person, the primordial God, and the all-pervading one.""",https://youtu.be/3uXNi6e_3WU?si=yIR3k2zRP2IOTQIu,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,13,"""ब्रह्मण्यः ब्रह्मविदां ब्रह्म वायुः ब्रह्म जनार्दनः | ब्रह्म विद्या विद्यानां ब्रह्म शास्त्रं ममायम् || 10.13 |","""brahmaṇyaḥ brahma-vidām brahma vāyuḥ brahma janārdanaḥ | brahma vidyā vidyānāṁ brahma śāstraṁ mamāyam || 10.13 ||""",Krishna is recognized as the essence of the Supreme Brahman and the ultimate source of all spiritual knowledge.,https://youtu.be/RvfZzYoCZxw?si=m3cdM_dhbynYgIfF,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,14,"""अहम् आत्मा गुडाकेश सर्वभूताशयस्तिथः | अहम् आदिश्च मध्यं च भूतानामन्त एव च || 10.14 ||""","""aham ātmā guḍākeśa sarva-bhūtāśayas tithaḥ | aham ādiś ca madhyaṁ ca bhūtānām anta eva ca || 10.14 ||""","Krishna reveals to Arjuna that He is the essence within all beings, existing in their hearts. He is the origin, sustainer, and ultimate end of all creation.",https://youtu.be/sP8VK233pT0?si=zEAz9k9t893OEWju,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,15,"""यन्मयात्मकमाणस्यं ब्रह्मणी वेद विद्यते | प्रणम्यहम् स्वधर्मज्ञं तत्त्वम् अद्वयम् अमृतम् || 10.15 ||""","""yan-mayātmakam ānāsyaṁ brahmaṇi ved vidyate | praṇamya aham svadharmajñaṁ tattvam advayam amṛtam || 10.15 ||""","Krishna is recognized as the ultimate reality and supreme knowledge embodied in all sacred texts. He is the non-dual, immortal essence of existence, to which all devotion and understanding are directed.",https://youtu.be/atOmnI430gY?si=9nX-WxYOoO5ZH5ci,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,16,"""न हं प्रपद्यते यस्त्वात्मनं नीत्यनार्यम् | अत्यानार्यम् स्वधर्मज्ञं तत्त्वम् अद्वयम् अमृतम् || 10.16 ||""","""na haṁ prapadyate yastv ātmanam nītya-nāryam | atyānāryam svadharmajñaṁ tattvam advayam amṛtam || 10.16 ||""",One who fails to acknowledge or submit to the eternal and imperishable truth of the self is not regarded as a genuine seeker of spiritual knowledge or liberation.,https://youtu.be/O9NzkMoo7QY?si=8jXAr9ri5jSH_YwI,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,17,"""कोऽस्मिन्सत्त्वनाशाय कुशेयामि तत्त्ववित् | न प्रसक्तास्म्यणेरव्ययं शाश्वतं च || 10.17 ||""","""ko’smin sattva-nāśāya kuśeyāmi tattva-vit | na prasaktāsmyaṇer avyayaṁ śāśvataṁ ca || 10.17 ||""","Krishna declares Himself as the ultimate truth, beyond all forms of decay, embodying an eternal and unchanging reality that transcends the physical realm.",https://youtu.be/qQ7dgW-olKQ?si=TOmPyUTGdVZBUoOA,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,18,"""यः शास्त्रविधि कर्माणि न वेद न धारणम् | तस्य पराधर्मोऽयं स एव परायणम् || 10.18 ||""","""yaḥ śāstra-vidhi-karmāṇi na ved na dhāraṇam | tasya parādharmaḥ syām sa eva parāyaṇam || 10.18 ||""",A person who disregards the scriptural guidelines for performing actions and fails to adhere to them is following a lower path and is not genuinely committed to the true spiritual practice.,https://youtu.be/mrpUAQ1YoFY?si=6KG2l_1lcx4t8STx,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,19,"""तव तत्त्वम परं ब्रह्म यत्तत्त्वं च दृष्टम् | भक्तिः सद्विद्या तव परामरुणां सदा || 10.19 ||""","""tava tattvam paraṁ brahma yat tattvaṁ ca dṛṣṭam | bhaktiḥ sad-vidyā tava parāmaruṇāṁ sadā || 10.19 ||""","The supreme reality of Krishna is recognized as the highest Brahman. Understanding this truth is achieved through unwavering devotion, reflecting the constant pursuit of spiritual knowledge and connection.",https://youtu.be/Ip1dqVUcZNo?si=p1F3xbzRKx6fN6tp,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,20,"""अहम् आत्मा गुडाकेश सर्वभूताशयस्तिथः | अहम् आदिश्च मध्यं च भूतानामन्त एव च || 10.20 ||""","""aham ātmā guḍākeśa sarva-bhūtāśayas tithaḥ | aham ādiś ca madhyaṁ ca bhūtānām anta eva ca || 10.20 ||""","Krishna declares that He is the essence within every being, the source of all creation, and the ultimate end. He is present in the hearts of all creatures and is the fundamental reality that encompasses the entire existence.",https://youtu.be/bmekveJXha4?si=sAtSdR1dXO3qN4mh,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,21,"""वीर्यं शुक्लं महदं प्रज्ञा सत्त्वं शुद्धं च | धर्मः सत्यम् आचार्यं क्रिया यत्र तत्त्वतः || 10.21 ||""","""vīryaṁ śuklaṁ mahadaṁ prajñā sattvaṁ śuddhaṁ ca | dharmaḥ satyam ācāryaṁ kriyā yatra tattvataḥ || 10.21 ||""","The verse emphasizes that qualities such as strength, purity, wisdom, virtue, and righteousness are integral to understanding the highest truth. Engaging in these practices helps one achieve true spiritual realization.",https://youtu.be/PT9CRoUf4-4?si=x9YchS17T-WAFmok,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,22,"""हृषीकेशः तत्त्वसिद्धः सत्त्वं पुरुषोत्तमः | अविकार्यः परं ब्रह्म शाश्वतं सर्वधर्मं || 10.22 ||""","""hṛṣīkeśaḥ tattva-siddhaḥ sattvaṁ puruṣottamaḥ | avikāryaḥ paraṁ brahma śāśvataṁ sarva-dharmaṁ || 10.22 ||""","Krishna is acknowledged as the Supreme Person, the ultimate reality who governs the senses and remains unchanged and eternal. He is the immutable essence that upholds all duties and righteousness.",https://youtu.be/q4MrVkuke8o?si=lt-PdHyxNGUqH6pm,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
10,Vibhuti Yoga,45,23,"""गोविन्दः सर्वभूतानां नान्यः परवधः स्वयम् | प्रभवः श्वेषु विद्यानाम् परादेऽस्मिंश्च यद्विधः || 10.23 ||""","""govindaḥ sarva-bhūtānāṁ nānyaḥ paravadhaḥ svayam | prabhavaḥ śveṣu vidyānām parāde’smiṁś ca yad-vidhaḥ || 10.23 ||""","Krishna, referred to as Govinda, is recognized as the ultimate source and foundation of all beings and knowledge. He is the supreme entity from which all things arise, and there is no higher source than Him",https://youtu.be/ge0ajb8HbKo?si=EgSAn5pZxY54jBnv,https://drive.google.com/file/d/1vJrMeTqJKLB20EVo4mEwXRH6aCl0NBmI/view?usp=drive_link
